"Plan_name","fund_family","fund_class","fund_type","investment_plan","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","asset_size1","asset_date","riskometer"
"Aditya Birla Sun Life International Equity Fund - Plan B (G) ","Aditya Birla Sun Life Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","Oct 16, 2007","2.6","4.0","8.6","24.3","22.4","10.1","12.8","175","195","180","177","147","154","125","10.7","-4.2","0.7","1.0","-8.2","4.4","6.2","-0.9","14.6","2.0","3.3","7.0","-4.0","0.9","0.8","4.1","-6.0","1.2","10.1","10.4","27.1","5.1","-1.6","29.5","5.7","19.11 (Jan 15, 18)","15.15 (Jan 20, 17)","HDFC Bank","IOC","Repco Home","IndusInd Bank","ICICI Bank","Eicher Motors","HDFC","Dalmia Bharat","Vedanta","TVS Motor","Banking/Finance","Oil & Gas","Banking/Finance","Banking/Finance","Banking/Finance","Automotive","Banking/Finance","Cement","Metals & Mining","Automotive","8.48","3.84","3.40","3.11","3.04","3.00","2.88","2.51","2.45","2.40","8.45","3.83","3.39","3.10","3.03","2.99","2.87","2.50","2.44","2.39",67.77,29.62,0,"N.A",0,2.58,"21.80","34.99","38.78","Banking/Finance","Automotive","Oil & Gas","Metals & Mining","Cement","Manufacturing","26.36","6.27","6.15","5.27","5.04","3.72","22.75","5.75","5.32","3.24","5.60","3.14","22.75","5.75","5.32","3.24","5.60","3.14","Dec-17","100.3","Sep-17","100.3","Jun-17","100.7","Mar-17","100.4","Dec-16","98.2","Sep-16","102.7","Jun-16","97.0","Mar-16","93.3","Dec-15","102.1","Sep-15","107.8","Jun-15","111.8","Mar-15","119.2","Dec-14","118.3","Sep-14","120.8","Jun-14","127.2","Mar-14","127.0","Dec-13","136.9","Sep-13","140.9","Jun-13","154.8","Mar-13","173.3","100.3","Dec-29-2017","HIGH"
"Aditya Birla Sun Life Latin America Equity Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Fund of Funds - Equity oriented","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","N.A.","Jan 01, 2013","-7.8","-12.4","-26.2","-27.9","-19.4","-17.0","-","17","17","17","16","16","16","-","-1.0","-8.9","-2.4","-5.0","-","-","0.8","6.1","-6.3","-","-","-19.9","-2.0","9.3","-","-","-2.1","5.1","-5.2","-","-1.0","-26.5","-7.2","-9.1","-","8.19 (Aug 03, 15)","6.52 (Jan 13, 16)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"90.50",0,9.5,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Mar-16","0.0","Dec-15","0.1","Sep-15","0.1","Jun-15","0.1","Mar-15","0.2","Sep-14","0.0","Jun-14","0.0","Mar-14","0.0","Dec-13","0.0","Sep-13","0.0","Jun-13","0.0","Mar-13","0.0","2.4","Jan-29-2016","HIGH"
"Aditya Birla Sun Life Latin America Equity Fund (G) ","Aditya Birla Sun Life Mutual Fund","Fund of Funds - Equity oriented","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","N.A.","Jul 10, 2008","-8.0","-12.5","-26.5","-28.2","-19.8","-17.4","-11.8","18","18","18","17","17","17","10","-1.3","-8.9","-2.5","-4.0","7.0","-","0.6","5.9","-6.5","-6.6","-","-19.9","-2.0","9.0","-1.5","-","-2.3","5.1","-5.3","6.6","-1.3","-26.8","-7.5","-8.6","7.7","8.09 (Aug 03, 15)","6.42 (Jan 13, 16)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"90.50",0,9.5,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Mar-16","0.9","Dec-15","2.6","Sep-15","3.0","Jun-15","3.5","Mar-15","3.6","Sep-14","5.2","Jun-14","5.3","Mar-14","5.6","Dec-13","7.4","Sep-13","7.6","Jun-13","8.6","Mar-13","10.7","2.4","Jan-29-2016","HIGH"
"Aditya Birla Sun Life Long Term Advantage Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","Jan 01, 2013","-4.6","-4.6","-11.2","-6.9","25.4","18.4","-","240","233","232","230","104","22","-","-6.0","3.5","7.8","-7.8","-","-","-2.4","22.2","1.9","-","-","-1.4","5.5","-0.1","-","-","1.1","11.1","12.1","-","-6.0","2.1","55.7","7.8","-","28.62 (Aug 05, 15)","24.59 (Jan 21, 16)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",89.18,0,0,"N.A",0,10.85,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Mar-16","4.6","Dec-15","12.4","Sep-15","11.8","Jun-15","10.7","Mar-15","9.8","Dec-14","7.1","Sep-14","3.3","Jun-14","0.9","Mar-14","0.1","Dec-13","0.1","Sep-13","0.1","Jun-13","0.1","Mar-13","0.0","265.4","Jan-29-2016","MODERATELY HIGH"
"Aditya Birla Sun Life Long Term Advantage Fund (G) ","Aditya Birla Sun Life Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","Sep 08, 2006","-4.6","-4.8","-11.5","-7.6","24.4","17.5","12.8","241","234","233","231","117","29","125","-6.1","3.2","7.6","-7.3","14.6","-","-2.6","22.0","1.7","-0.7","-","-1.6","5.3","-0.3","7.4","-","0.9","10.9","11.9","5.9","-6.1","1.3","54.5","7.9","31.6","28.06 (Aug 05, 15)","24.02 (Jan 21, 16)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",89.18,0,0,"N.A",0,10.85,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Mar-16","98.4","Dec-15","274.4","Sep-15","285.1","Jun-15","286.7","Mar-15","304.2","Dec-14","271.5","Sep-14","168.7","Jun-14","141.3","Mar-14","125.8","Dec-13","128.0","Sep-13","122.9","Jun-13","133.8","Mar-13","145.1","265.4","Jan-29-2016","MODERATELY HIGH"
"Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Sector - Others","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 500","Jan 27, 2015","2.7","8.4","13.4","33.2","30.7","-","-","15","7","9","10","6","-","-","14.7","-4.2","1.4","-","-","3.2","7.1","-2.0","-","-","2.1","14.4","-3.0","-","-","13.5","-9.4","1.3","-","-","41.3","9.9","-0.1","-","-","15.93 (Jan 09, 18)","11.57 (Jan 20, 17)","Maruti Suzuki","Tata Chemicals","Vedanta","United Spirits","HUL","MRF","Century","Hind Zinc","Kansai Nerolac","Eicher Motors","Automotive","Chemicals","Metals & Mining","Food & Beverage","Cons NonDurable","Automotive","Conglomerates","Metals & Mining","Chemicals","Automotive","2.59","1.61","1.46","1.28","1.16","1.16","1.15","1.14","1.08","1.08","8.51","5.29","4.81","4.20","3.83","3.80","3.78","3.75","3.55","3.54",97.74,1.47,0,"N.A",0,0.78,"26.64","45.06","48.64","Automotive","Chemicals","Metals & Mining","Food & Beverage","Conglomerates","Cons NonDurable","22.10","14.45","12.09","11.61","6.82","5.87","21.33","14.61","10.46","7.30","6.37","2.81","21.33","14.61","10.46","7.30","6.37","2.81","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","30.4","Sep-17","26.2","Jun-17","22.6","Mar-17","20.8","Dec-16","19.2","Sep-16","19.9","Jun-16","21.9","Mar-16","19.5","Dec-15","27.6","Sep-15","27.3","Jun-15","26.0","Mar-15","16.5","30.4","Dec-29-2017","HIGH"
"Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan (G) ","Aditya Birla Sun Life Mutual Fund","Sector - Others","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 500","Jan 27, 2015","2.6","8.0","12.7","31.8","29.3","-","-","16","10","11","12","10","-","-","14.3","-4.5","1.2","-","-","2.9","6.8","-2.2","-","-","1.9","14.2","-3.1","-","-","13.3","-9.6","1.0","-","-","39.7","8.6","-0.9","-","-","15.47 (Jan 09, 18)","11.35 (Jan 20, 17)","Maruti Suzuki","Tata Chemicals","Vedanta","United Spirits","HUL","MRF","Century","Hind Zinc","Kansai Nerolac","Eicher Motors","Automotive","Chemicals","Metals & Mining","Food & Beverage","Cons NonDurable","Automotive","Conglomerates","Metals & Mining","Chemicals","Automotive","66.84","41.55","37.78","32.99","30.08","29.85","29.69","29.45","27.88","27.81","8.51","5.29","4.81","4.20","3.83","3.80","3.78","3.75","3.55","3.54",97.74,1.47,0,"N.A",0,0.78,"26.64","45.06","48.64","Automotive","Chemicals","Metals & Mining","Food & Beverage","Conglomerates","Cons NonDurable","22.10","14.45","12.09","11.61","6.82","5.87","21.33","14.61","10.46","7.30","6.37","2.81","21.33","14.61","10.46","7.30","6.37","2.81","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","785.5","Sep-17","762.2","Jun-17","762.7","Mar-17","765.2","Dec-16","767.5","Sep-16","841.6","Jun-16","857.1","Mar-16","847.8","Dec-15","918.7","Sep-15","941.8","Jun-15","920.4","Mar-15","563.0","785.5","Dec-29-2017","HIGH"
"Aditya Birla Sun Life Medium Term Plan - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Credit Opportunities Funds","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","0.4","1.0","2.7","7.2","9.8","9.7","10.6","24","25","31","23","9","7","1","0.9","2.6","2.7","2.9","2.5","3.2","2.4","1.7","3.3","3.7","2.0","3.5","3.2","2.1","0.5","0.8","2.1","1.7","3.5","3.2","7.3","11.5","9.9","12.8","10.7","22.35 (Jan 17, 18)","20.63 (Feb 09, 17)","Sprit Textile Pvt Limited (24/11/2020) (ZCB) ** #","Piramal Finance Limited (21/02/2018) (ZCB) **","RKN Retail Pvt Limited (30/04/2020) (ZCB) **","Wadhawan Global Capital Pvt Limited (02/08/2022) (ZCB) ** #","SP Imperial Star Private Limited (23/03/2020) (ZCB) ** #","9.04% Indiabulls Infraestates Ltd (25/09/2020) **","Wadhawan Global Capital Pvt Limited (31/07/2020) (ZCB) ** #","10.25% Adani Transmission Limited (15/04/2021) **","RKN Retail Pvt Limited (30/04/2020) (ZCB) **","8.00% Indiabulls Housing Finance Limited (09/07/2021)","BWR A (SO)","ICRA AA","IND A-","CARE AAA(SO)","CARE A","CARE AA- (SO)","CARE AAA(SO)","IND AA+","IND A-","CRISIL AAA","85.96","81.37","58.10","56.40","54.87","54.19","47.40","37.71","36.52","36.35","5.06","4.79","3.42","3.32","3.23","3.19","2.79","2.22","2.15","2.14",0,0.44,93.61,"N.A",0,5.83,"19.82","32.31","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","1,431.2","Jun-17","1,227.6","Mar-17","1,014.7","Dec-16","857.3","Dec-16","57.8","Sep-16","605.0","Jun-16","445.4","Mar-16","360.9","Dec-15","327.3","Sep-15","293.1","Jun-15","237.5","Mar-15","180.5","Dec-14","144.9","Sep-14","120.9","Jun-14","106.4","Mar-14","85.4","Dec-13","75.0","Sep-13","55.4","Jun-13","32.9","Mar-13","2.7","1,698.8","Dec-29-2017","MODERATE"
"Aditya Birla Sun Life Medium Term Plan - Institutional Plan (G) ","Aditya Birla Sun Life Mutual Fund","Credit Opportunities Funds","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Mar 25, 2009","0.3","0.8","2.3","6.4","9.0","9.0","9.9","38","38","45","37","28","24","9","0.7","2.4","2.6","2.7","2.5","3.0","2.2","1.6","3.2","3.6","1.8","3.4","3.1","1.9","0.4","0.6","1.9","1.5","3.4","3.0","6.4","10.7","9.4","11.9","10.2","21.02 (Jan 17, 18)","19.55 (Feb 09, 17)","Sprit Textile Pvt Limited (24/11/2020) (ZCB) ** #","Piramal Finance Limited (21/02/2018) (ZCB) **","RKN Retail Pvt Limited (30/04/2020) (ZCB) **","Wadhawan Global Capital Pvt Limited (02/08/2022) (ZCB) ** #","SP Imperial Star Private Limited (23/03/2020) (ZCB) ** #","9.04% Indiabulls Infraestates Ltd (25/09/2020) **","Wadhawan Global Capital Pvt Limited (31/07/2020) (ZCB) ** #","10.25% Adani Transmission Limited (15/04/2021) **","RKN Retail Pvt Limited (30/04/2020) (ZCB) **","8.00% Indiabulls Housing Finance Limited (09/07/2021)","BWR A (SO)","ICRA AA","IND A-","CARE AAA(SO)","CARE A","CARE AA- (SO)","CARE AAA(SO)","IND AA+","IND A-","CRISIL AAA","0.13","0.13","0.09","0.09","0.09","0.08","0.07","0.06","0.06","0.06","5.06","4.79","3.42","3.32","3.23","3.19","2.79","2.22","2.15","2.14",0,0.44,93.61,"N.A",0,5.83,"19.82","32.31","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","2.7","Jun-17","2.8","Mar-17","4.8","Dec-16","4.7","Dec-16","19.5","Sep-16","4.6","Jun-16","4.4","Mar-16","4.3","Dec-15","8.1","Sep-15","19.2","Jun-15","24.5","Mar-15","24.0","Dec-14","23.3","Sep-14","22.6","Jun-14","23.0","Mar-14","22.6","Dec-13","22.1","Sep-13","21.7","Jun-13","22.7","Mar-13","22.2","2.7","Dec-29-2017","MODERATE"
"Aditya Birla Sun Life Medium Term Plan - Retail Plan (G) ","Aditya Birla Sun Life Mutual Fund","Credit Opportunities Funds","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Mar 25, 2009","0.3","0.8","2.3","6.4","9.0","9.0","9.9","38","38","45","37","28","24","9","0.7","2.4","2.6","2.7","2.5","3.0","2.2","1.6","3.2","3.6","1.8","3.4","3.1","1.9","0.4","0.6","1.9","1.5","3.4","3.0","6.4","10.7","9.4","11.9","10.2","21.65 (Jan 17, 18)","20.14 (Feb 09, 17)","Sprit Textile Pvt Limited (24/11/2020) (ZCB) ** #","Piramal Finance Limited (21/02/2018) (ZCB) **","RKN Retail Pvt Limited (30/04/2020) (ZCB) **","Wadhawan Global Capital Pvt Limited (02/08/2022) (ZCB) ** #","SP Imperial Star Private Limited (23/03/2020) (ZCB) ** #","9.04% Indiabulls Infraestates Ltd (25/09/2020) **","Wadhawan Global Capital Pvt Limited (31/07/2020) (ZCB) ** #","10.25% Adani Transmission Limited (15/04/2021) **","RKN Retail Pvt Limited (30/04/2020) (ZCB) **","8.00% Indiabulls Housing Finance Limited (09/07/2021)","BWR A (SO)","ICRA AA","IND A-","CARE AAA(SO)","CARE A","CARE AA- (SO)","CARE AAA(SO)","IND AA+","IND A-","CRISIL AAA","504.64","477.71","341.08","331.11","322.13","318.14","278.25","221.40","214.42","213.43","5.06","4.79","3.42","3.32","3.23","3.19","2.79","2.22","2.15","2.14",0,0.44,93.61,"N.A",0,5.83,"19.82","32.31","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","9,563.7","Jun-17","9,027.0","Mar-17","8,661.0","Dec-16","7,783.4","Dec-16","46.3","Sep-16","6,521.0","Jun-16","5,276.1","Mar-16","4,623.2","Dec-15","4,216.2","Sep-15","3,939.6","Jun-15","3,694.1","Mar-15","3,415.3","Dec-14","3,234.4","Sep-14","3,064.9","Jun-14","2,828.3","Mar-14","2,223.6","Dec-13","1,641.2","Sep-13","1,243.2","Jun-13","770.4","Mar-13","509.2","9,973.1","Dec-29-2017","MODERATE"
"Aditya Birla Sun Life Midcap Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","CNX Midcap","Jan 01, 2013","2.0","4.9","11.2","35.6","29.5","17.9","23.8","134","143","127","89","73","57","55","17.7","-7.6","5.2","8.6","-10.5","4.2","11.0","-0.1","31.7","-0.4","4.2","11.2","0.1","4.2","-7.0","11.5","-9.9","2.4","16.0","15.6","45.6","5.8","10.9","73.4","-2.7","356.86 (Jan 09, 18)","252.05 (Jan 20, 17)","Guj State Petro","TeamLease Ser.","Bharat Elec","TI Financial","PNB Housing Fin","KEC Intl","Mahindra CIE","Solar Ind","Federal Bank","MRPL","Oil & Gas","Miscellaneous","Manufacturing","Miscellaneous","Banking/Finance","Engineering","Manufacturing","Chemicals","Banking/Finance","Oil & Gas","3.78","3.49","3.25","3.16","3.12","3.10","3.04","3.02","2.83","2.83","2.88","2.66","2.48","2.41","2.38","2.36","2.32","2.30","2.16","2.16",91.02,0,0,"N.A",0,9.01,"12.81","24.11","38.88","Banking/Finance","Manufacturing","Engineering","Oil & Gas","Miscellaneous","Chemicals","20.32","9.66","8.90","8.20","7.07","4.83","19.58","6.63","8.63","8.98","4.35","4.33","19.58","6.63","8.63","8.98","4.35","4.33","Dec-17","131.2","Sep-17","109.4","Jun-17","93.4","Mar-17","72.4","Dec-16","58.7","Sep-16","50.5","Jun-16","42.7","Mar-16","37.8","Dec-15","37.5","Sep-15","34.3","Jun-15","30.2","Mar-15","26.5","Dec-14","20.7","Sep-14","19.4","Jun-14","12.0","Mar-14","8.5","Dec-13","8.1","Sep-13","6.6","Jun-13","5.3","Mar-13","2.9","131.2","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Midcap Fund (G) ","Aditya Birla Sun Life Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","CNX Midcap","Oct 01, 2002","1.9","4.7","10.6","34.3","28.4","16.9","22.8","136","146","129","104","83","69","58","17.4","-7.7","5.0","8.5","-10.2","4.0","10.8","-0.3","31.4","-0.6","3.9","10.9","-0.1","3.9","-7.2","11.2","-10.1","2.2","15.8","15.4","44.2","5.0","10.0","71.9","-2.8","342.45 (Jan 09, 18)","244.13 (Jan 20, 17)","Guj State Petro","TeamLease Ser.","Bharat Elec","TI Financial","PNB Housing Fin","KEC Intl","Mahindra CIE","Solar Ind","Federal Bank","MRPL","Oil & Gas","Miscellaneous","Manufacturing","Miscellaneous","Banking/Finance","Engineering","Manufacturing","Chemicals","Banking/Finance","Oil & Gas","65.12","60.15","56.08","54.50","53.82","53.37","52.46","52.01","48.84","48.84","2.88","2.66","2.48","2.41","2.38","2.36","2.32","2.30","2.16","2.16",91.02,0,0,"N.A",0,9.01,"12.81","24.11","38.88","Banking/Finance","Manufacturing","Engineering","Oil & Gas","Miscellaneous","Chemicals","20.32","9.66","8.90","8.20","7.07","4.83","19.58","6.63","8.63","8.98","4.35","4.33","19.58","6.63","8.63","8.98","4.35","4.33","Dec-17","2,261.3","Sep-17","2,095.8","Jun-17","2,040.7","Mar-17","1,810.6","Dec-16","1,725.2","Sep-16","1,722.7","Jun-16","1,515.8","Mar-16","1,403.6","Dec-15","1,509.2","Sep-15","1,535.6","Jun-15","1,485.9","Mar-15","1,492.9","Dec-14","1,380.5","Sep-14","1,279.0","Jun-14","1,104.8","Mar-14","953.7","Dec-13","942.4","Sep-13","911.8","Jun-13","1,068.0","Mar-13","1,176.1","2,261.3","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life MIP (G) ","Aditya Birla Sun Life Mutual Fund","MIP Conservative","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Dec 18, 2000","-1.2","-2.1","-1.1","4.0","8.7","6.7","8.1","30","30","30","29","21","26","16","0.7","0.9","1.9","2.5","-0.4","4.2","3.1","0.1","5.1","3.4","1.7","5.3","2.1","2.0","-2.2","-1.8","-0.5","0.5","4.6","3.6","4.8","10.3","5.2","15.4","4.8","46.43 (Sep 06, 17)","43.17 (Mar 10, 17)","Government of India (17/09/2031)","Wadhawan Global Capital Pvt Limited (02/08/2022) (ZCB) ** #","9.80% IL&FS Tamil Nadu Power Company Limited (16/03/2020) ** #","9.75% S.D. Corporation Pvt Limited (09/04/2020) ** #","10.40% Sterlite Power Grid Ventures Limited (15/04/2019) **","Government of India (09/05/2030)","9.51% Jharkand Road Projects Implementation Company Limited (20/04/2022) **","8.49% NTPC Limited (25/03/2025) **","-","-","SOV","CARE AAA(SO)","ICRA A+(SO)","CARE AA+(SO)","IND A+","SOV","CRISIL AA(SO)","CRISIL AAA","-","-","37.47","10.94","10.17","8.92","5.01","4.99","1.31","0.01","-","-","39.48","11.53","10.72","9.40","5.28","5.26","1.38","0.01","-","-",0,0,83.06,"N.A",0,16.95,"76.41","83.06","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","98.3","Sep-17","101.3","Jun-17","100.9","Mar-17","104.5","Dec-16","107.4","Sep-16","106.2","Jun-16","102.6","Mar-16","102.3","Dec-15","106.1","Sep-15","110.7","Jun-15","112.1","Mar-15","111.4","Dec-14","107.4","Sep-14","103.9","Jun-14","106.5","Mar-14","114.3","Dec-13","123.1","Sep-13","129.4","Jun-13","214.9","94.9","Dec-29-2017","MODERATE"
"Aditya Birla Sun Life MIP II -Savings 5 Plan (G) ","Aditya Birla Sun Life Mutual Fund","MIP Conservative","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Apr 30, 2004","0.2","0.4","2.2","5.5","10.2","7.9","9.6","23","26","21","27","14","15","7","-","1.6","1.7","2.7","0.7","2.8","3.1","0.2","5.7","3.1","2.1","5.4","3.1","2.0","-2.2","0.3","0.3","0.6","6.7","3.6","5.4","12.1","6.0","18.8","5.6","33.15 (Jan 18, 18)","30.78 (Mar 10, 17)","SP Imperial Star Private Limited (23/03/2020) (ZCB) ** #","RKN Retail Pvt Limited (30/04/2020) (ZCB) **","9.80% IL&FS Tamil Nadu Power Company Limited (16/03/2020) ** #","6.87% Rural Electrification Corporation Limited (24/09/2020) **","Wadhawan Global Capital Pvt Limited (02/08/2022) (ZCB) ** #","10.40% Sterlite Power Grid Ventures Limited (15/04/2019) **","Piramal Finance Limited (21/02/2018) (ZCB) **","Adani Power Limited (27/09/2019) (ZCB) ** #","9.75% S.D. Corporation Pvt Limited (09/04/2020) ** #","11.00% IL & FS Education and Technology Services Limited (10/04/2020) **","CARE A","IND A-","ICRA A+(SO)","CRISIL AAA","CARE AAA(SO)","IND A+","ICRA AA","BWR AA-(SO)","CARE AA+(SO)","IND AA-(SO)","26.31","25.30","23.03","22.26","19.80","18.13","14.62","14.57","13.47","12.84","9.61","9.24","8.41","8.13","7.23","6.62","5.34","5.32","4.92","4.69",0,1.89,90.4,"N.A",0,7.71,"42.62","69.51","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","308.3","Sep-17","308.5","Jun-17","293.0","Mar-17","291.5","Dec-16","279.4","Sep-16","259.4","Jun-16","244.6","Mar-16","244.3","Dec-15","248.6","Sep-15","247.0","Jun-15","246.2","Mar-15","227.1","Dec-14","217.7","Sep-14","217.6","Jun-14","228.3","Mar-14","241.1","Dec-13","250.9","Sep-13","265.2","Jun-13","445.7","Mar-13","289.9","273.8","Dec-29-2017","MODERATE"
